,CAP HIT,CHIP,GAMES MISSED,INJURY TYPE,PLAYER,POSITION,SEASON,TEAM
7060,0.68,33.170731707,4,Upper body,Blandisi Joseph,F,2017/18,Anaheim
7061,0.9,164.634146341,15,Lower body,Boll Jared,F,2017/18,Anaheim
7063,3.15,115.243902439,3,Lower body,Eaves Patrick,F,2017/18,Anaheim
7064,8.25,1911.585365854,19,Facial,Getzlaf Ryan,F,2017/18,Anaheim
7066,8.25,201.219512195,2,Lower body,Getzlaf Ryan,F,2017/18,Anaheim
7067,8.25,301.829268293,3,Lower body,Getzlaf Ryan,F,2017/18,Anaheim
7068,0.706667,86.178902439,10,Concussion,Kase Ondrej,F,2017/18,Anaheim
7070,0.706667,25.853670731999998,3,Head,Kase Ondrej,F,2017/18,Anaheim
7071,6.875,3102.134146341,37,Hip,Kesler Ryan,F,2017/18,Anaheim
7072,6.875,83.841463415,1,Lower body,Kesler Ryan,F,2017/18,Anaheim
7074,8.625,1157.0121951219999,11,Leg,Perry Corey,F,2017/18,Anaheim
7075,3.789444,231.063658537,5,Upper body,Rakell Rickard,F,2017/18,Anaheim
7076,1.6275,59.542682927,3,Lower body,Ritchie Nick,F,2017/18,Anaheim
7077,1.6275,59.542682927,3,Upper body,Ritchie Nick,F,2017/18,Anaheim
7080,4.0,195.12195122,4,Hand,Bieksa Kevin,D,2017/18,Anaheim
7081,4.0,536.585365854,11,Hand,Bieksa Kevin,D,2017/18,Anaheim
7082,4.0,585.365853659,12,Lower body,Fowler Cam,D,2017/18,Anaheim
7083,4.0,146.341463415,3,Shoulder,Fowler Cam,D,2017/18,Anaheim
7084,5.205556,444.376731707,7,Shoulder,Lindholm Hampus,D,2017/18,Anaheim
7086,5.205556,317.41195122,5,Upper body,Lindholm Hampus,D,2017/18,Anaheim
7087,0.825,20.12195122,2,Upper body,Manson Josh,D,2017/18,Anaheim
7088,0.925,11.280487805,1,Elbow,Montour Brandon,D,2017/18,Anaheim
7089,4.875,535.06097561,9,Shoulder,Vatanen Sami,D,2017/18,Anaheim
7090,2.3,28.048780488000002,1,Concussion,Gibson John,G,2017/18,Anaheim
7091,2.3,84.146341463,3,Lower body,Gibson John,G,2017/18,Anaheim
7092,2.3,112.195121951,4,Lower body,Gibson John,G,2017/18,Anaheim
7093,2.3,84.146341463,3,Upper body,Gibson John,G,2017/18,Anaheim
7094,2.0,121.95121951200001,5,Lower body,Miller Ryan,G,2017/18,Anaheim
7095,2.0,219.512195122,9,Upper body,Miller Ryan,G,2017/18,Anaheim
7096,0.894167,163.567134146,15,Lower body,Dauphin Laurent,F,2017/18,Arizona/Phoenix
7097,1.106667,53.983756098,4,Lower body,Dvorak Christian,F,2017/18,Arizona/Phoenix
7098,1.075833,13.119914634,1,Lower body,Fischer Christian,F,2017/18,Arizona/Phoenix
7099,1.8,21.951219511999998,1,Lower body,Martinook Jordan,F,2017/18,Arizona/Phoenix
7100,2.8,68.292682927,2,Lower body,Panik Richard,F,2017/18,Arizona/Phoenix
7101,1.363333,99.756073171,6,Upper body,Perlini Brendan,F,2017/18,Arizona/Phoenix
7102,2.083333,50.813,2,Lower body,Richardson Brad,F,2017/18,Arizona/Phoenix
7103,2.083333,101.626,4,Upper body,Richardson Brad,F,2017/18,Arizona/Phoenix
7105,0.7,59.756097561000004,7,Upper body,Rinaldo Zac,F,2017/18,Arizona/Phoenix
7106,5.5,5500.0,82,Lower body,Bolland Dave,"F ""retired""",2017/18,Arizona/Phoenix
7108,1.35,477.43902439,29,Knee,Chychrun Jakob,D,2017/18,Arizona/Phoenix
7109,1.35,32.926829268,2,Lower body,Chychrun Jakob,D,2017/18,Arizona/Phoenix
7110,1.0,24.390243901999998,2,Lower body,Connauton Kevin,D,2017/18,Arizona/Phoenix
7112,3.9375,144.054878049,3,Upper body,Demers Jason,D,2017/18,Arizona/Phoenix
7113,3.9375,480.182926829,10,Upper body,Demers Jason,D,2017/18,Arizona/Phoenix
7115,4.1,400.0,8,Lower body,Hjalmarsson Niklas,D,2017/18,Arizona/Phoenix
7116,4.1,500.0,10,Upper body,Hjalmarsson Niklas,D,2017/18,Arizona/Phoenix
7117,4.1,800.0,16,Upper body,Hjalmarsson Niklas,D,2017/18,Arizona/Phoenix
7118,1.0,60.975609756000004,5,Lower body,Raanta Antti,G,2017/18,Arizona/Phoenix
7119,1.0,109.756097561,9,Lower body,Raanta Antti,G,2017/18,Arizona/Phoenix
7120,1.0,12.195121950999999,1,Upper body,Raanta Antti,G,2017/18,Arizona/Phoenix
7121,1.0,73.170731707,6,Upper body,Raanta Antti,G,2017/18,Arizona/Phoenix
7122,0.725,114.93902439,13,Finger,Acciari Noel,F,2017/18,Boston
7123,0.725,61.890243901999995,7,Lower body,Acciari Noel,F,2017/18,Boston
7124,0.725,8.841463415,1,Upper body,Acciari Noel,F,2017/18,Boston
7125,6.0,878.048780488,12,Colon,Backes David,F,2017/18,Boston
7127,6.0,365.85365853699994,5,Knee,Backes David,F,2017/18,Boston
7128,6.875,1089.93902439,13,Foot,Bergeron Patrice,F,2017/18,Boston
7129,6.875,419.207317073,5,Lower body,Bergeron Patrice,F,2017/18,Boston
7130,1.066667,442.276560976,34,Shoulder,Bjork Anders,F,2017/18,Boston
7132,0.925,180.487804878,16,Leg,Cehlarik Peter,F,2017/18,Boston
7134,1.288333,47.134134146,3,Upper body,DeBrusk Jake,F,2017/18,Boston
7135,1.288333,125.69102439,8,Upper body,DeBrusk Jake,F,2017/18,Boston
7136,7.25,972.56097561,11,Back,Krejci David,F,2017/18,Boston
7137,7.25,88.414634146,1,Upper body,Krejci David,F,2017/18,Boston
7138,7.25,530.487804878,6,Upper body,Krejci David,F,2017/18,Boston
7139,0.925,78.963414634,7,Upper body,Kuraly Sean,F,2017/18,Boston
7141,6.125,74.695121951,1,Upper body,Marchand Brad,F,2017/18,Boston
7142,6.125,149.390243902,2,Upper body,Marchand Brad,F,2017/18,Boston
7143,3.9,570.731707317,12,Upper body,Nash Rick,F,2017/18,Boston
7144,0.9,54.87804878,5,Head,Nash Riley,F,2017/18,Boston
7146,2.825,34.451219512,1,Groin,Spooner Ryan,F,2017/18,Boston
7147,2.825,482.317073171,14,Groin,Spooner Ryan,F,2017/18,Boston
7149,2.825,137.804878049,4,Lower body,Spooner Ryan,F,2017/18,Boston
7150,0.925,78.963414634,7,Lower body,Vatrano Frank,F,2017/18,Boston
7151,0.75,18.292682927,2,Hand,Wingels Tommy,F,2017/18,Boston
7152,0.894167,54.522378049,5,Lower body,Carlo Brandon,D,2017/18,Boston
7153,4.0,439.024390244,9,Upper body,Chara Zdeno,D,2017/18,Boston
7154,0.925,22.56097561,2,Lower body,Grzelcyk Matt,D,2017/18,Boston
7155,5.25,64.024390244,1,Jaw,Krug Torey,D,2017/18,Boston
7156,5.25,128.048780488,2,Upper body,Krug Torey,D,2017/18,Boston
7157,5.25,192.073170732,3,Upper body,Krug Torey,D,2017/18,Boston
7158,1.258333,61.382097561,4,Heart,McAvoy Charlie,D,2017/18,Boston
7159,1.258333,230.18286585400003,15,Knee,McAvoy Charlie,D,2017/18,Boston
7160,2.75,1207.3170731710002,36,Leg,McQuaid Adam,D,2017/18,Boston
7161,2.5,30.487804878000002,1,Hand,Miller Kevan,D,2017/18,Boston
7163,2.5,274.390243902,9,Upper body,Miller Kevan,D,2017/18,Boston
7164,1.2,58.536585366000004,4,Lower body,Khudobin Anton,G,2017/18,Boston
7165,7.0,170.731707317,2,Concussion,Rask Tuukka,G,2017/18,Boston
7166,0.894167,54.522378049,5,Lower body,Bailey Justin,F,2017/18,Buffalo
7167,0.65,87.195121951,11,Upper body,Criscuolo Kyle,F,2017/18,Buffalo
7168,3.775,690.548780488,15,Ankle,Eichel Jack,F,2017/18,Buffalo
7169,1.6,58.536585366000004,3,Facial,Girgensons Zemgus,F,2017/18,Buffalo
7171,1.6,58.536585366000004,3,Lower body,Girgensons Zemgus,F,2017/18,Buffalo
7173,0.65,47.56097561,6,Upper body,Griffith Seth,F,2017/18,Buffalo
7174,0.7,76.829268293,9,Ankle,Josefson Jacob,F,2017/18,Buffalo
7175,0.7,128.048780488,15,Ankle,Josefson Jacob,F,2017/18,Buffalo
7176,0.7,59.756097561000004,7,Lower body,Josefson Jacob,F,2017/18,Buffalo
7177,0.7,102.43902439,12,Lower body,Josefson Jacob,F,2017/18,Buffalo
7178,6.0,219.512195122,3,Concussion,Okposo Kyle,F,2017/18,Buffalo
7180,0.65,142.682926829,18,Hand,Rodrigues Evan,F,2017/18,Buffalo
7181,0.65,39.634146341,5,Ribs,Rodrigues Evan,F,2017/18,Buffalo
7182,1.775,86.585365854,4,Concussion,Antipin Victor,D,2017/18,Buffalo
7187,2.4,117.07317073200001,4,Upper body,Beaulieu Nathan,D,2017/18,Buffalo
7188,2.4,204.87804878,7,Upper body,Beaulieu Nathan,D,2017/18,Buffalo
7189,5.142857,1567.944207317,25,Lower body,Bogosian Zach,D,2017/18,Buffalo
7190,5.142857,2445.992963415,39,Lower body,Bogosian Zach,D,2017/18,Buffalo
7192,0.65,174.390243902,22,Lower body,Fedun Taylor,D,2017/18,Buffalo
7194,3.9,380.487804878,8,Lower body,Gorges Josh,D,2017/18,Buffalo
7195,0.888333,10.833329268,1,Upper body,Guhle Brendan,D,2017/18,Buffalo
7196,1.6,429.268292683,22,Shoulder,McCabe Jake,D,2017/18,Buffalo
7197,1.6,136.585365854,7,Thumb,McCabe Jake,D,2017/18,Buffalo
7198,0.65,7.926829268,1,Lower body,Nelson Casey,D,2017/18,Buffalo
7199,5.4,592.682926829,9,Upper body,Ristolainen Rasmus,D,2017/18,Buffalo
7200,0.65,87.195121951,11,Foot,Tennyson Matt,D,2017/18,Buffalo
7201,2.5,60.975609756000004,2,Head,Johnson Chad,G,2017/18,Buffalo
7202,4.0,48.780487805,1,Lower body,Lehner Robin,G,2017/18,Buffalo
7203,4.0,243.90243902400002,5,Lower body,Lehner Robin,G,2017/18,Buffalo
7206,4.5,329.26829268299997,6,Facial,Brouwer Troy,F,2017/18,Calgary
7207,1.75,21.341463415,1,Lower body,Ferland Micheal,F,2017/18,Calgary
7208,1.75,85.365853659,4,Lower body,Ferland Micheal,F,2017/18,Calgary
7209,4.3,629.268292683,12,Jaw,Frolik Michael,F,2017/18,Calgary
7211,2.0,243.90243902400002,10,Groin,Jagr Jaromir,F,2017/18,Calgary
7212,2.0,24.390243901999998,1,Lower body,Jagr Jaromir,F,2017/18,Calgary
7213,2.0,48.780487805,2,Lower body,Jagr Jaromir,F,2017/18,Calgary
7214,2.0,121.95121951200001,5,Lower body,Jagr Jaromir,F,2017/18,Calgary
7215,2.0,146.341463415,6,Lower body,Jagr Jaromir,F,2017/18,Calgary
7217,6.375,544.207317073,7,Wrist,Monahan Sean,F,2017/18,Calgary
7219,1.775,259.756097561,12,Upper body,Tkachuk Matthew,F,2017/18,Calgary
7220,1.75,149.390243902,7,Hip,Versteeg Kris,F,2017/18,Calgary
7221,1.75,1045.731707317,49,Hip,Versteeg Kris,F,2017/18,Calgary
7222,4.6504,510.409756098,9,Upper body,Brodie T.J.,D,2017/18,Calgary
7223,3.857143,47.038329268000005,1,Lower body,Hamonic Travis,D,2017/18,Calgary
7224,3.857143,141.114987805,3,Lower body,Hamonic Travis,D,2017/18,Calgary
7225,3.857143,188.15331707299998,4,Upper body,Hamonic Travis,D,2017/18,Calgary
7226,4.25,673.780487805,13,Groin,Smith Mike,G,2017/18,Calgary
7228,1.775,86.585365854,4,Concussion,Aho Sebastian,F,2017/18,Carolina
7229,0.775,9.451219512,1,Lower body,Jooris Josh,F,2017/18,Carolina
7231,3.083333,150.406487805,4,Lower body,Kruger Marcus,F,2017/18,Carolina
7235,1.275,62.195121951000004,4,Upper body,Nordstrom Joakim,F,2017/18,Carolina
7236,4.0,439.024390244,9,Shoulder,Rask Victor,F,2017/18,Carolina
7237,1.425,34.756097561,2,Upper body,Ryan Derek,F,2017/18,Carolina
7238,2.5,457.317073171,15,Hip,Stempniak Lee,F,2017/18,Carolina
7239,2.5,792.6829268289999,26,Upper body,Stempniak Lee,F,2017/18,Carolina
7241,4.8333330000000005,176.829256098,3,Upper body,Faulk Justin,D,2017/18,Carolina
7242,1.775,64.93902439,3,Concussion,Hanifin Noah,D,2017/18,Carolina
7243,0.925,33.841463415,3,Concussion,Pesce Brett,D,2017/18,Carolina
7244,0.925,101.524390244,9,Shoulder,Pesce Brett,D,2017/18,Carolina
7245,0.925,56.402439023999996,5,Upper body,Pesce Brett,D,2017/18,Carolina
7246,0.825,30.182926829,3,Concussion,van Riemsdyk Trevor,D,2017/18,Carolina
7247,4.55,554.87804878,10,Upper body,Anisimov Artem,F,2017/18,Chicago
7248,1.2,190.243902439,13,Lower body,Duclair Anthony,F,2017/18,Chicago
7249,0.863333,10.52845122,1,Upper body,Hartman Ryan,F,2017/18,Chicago
7250,0.925,67.682926829,6,Upper body,Hayden John,F,2017/18,Chicago
7254,1.541667,75.20326829300001,4,Upper body,Schmaltz Nick,F,2017/18,Chicago
7255,10.5,1024.390243902,8,Upper body,Toews Jonathan,F,2017/18,Chicago
7256,0.7,204.87804878,24,Upper body,Tootoo Jordin,F,2017/18,Chicago
7257,5.275,5275.0,82,Skin infection,Hossa Marian,"F ""retired""",2017/18,Chicago
7258,0.925,33.841463415,3,Head,Forsling Gustav,D,2017/18,Chicago
7259,1.0,85.365853659,7,Upper body,Franson Cody,D,2017/18,Chicago
7261,0.65,650.0,82,Upper body,Rozsival Michal,D,2017/18,Chicago
7262,1.35,65.853658537,4,Lower body,Rutta Jan,D,2017/18,Chicago
7264,1.35,49.390243901999995,3,Upper body,Rutta Jan,D,2017/18,Chicago
7266,6.0,3439.024390244,47,Upper body,Crawford Corey,G,2017/18,Chicago
7267,0.75,45.731707317,5,Lower body,Forsberg Anton,G,2017/18,Chicago
7268,1.4,478.04878048800003,28,Leg,Andrighetto Sven,F,2017/18,Colorado
7269,1.4,51.219512195,3,Lower body,Andrighetto Sven,F,2017/18,Colorado
7270,0.75,18.292682927,2,Upper body,Bourque Gabriel,F,2017/18,Colorado
7271,2.4,87.804878049,3,Upper body,Comeau Blake,F,2017/18,Colorado
7273,1.0,73.170731707,6,Thumb,Compher J.T.,F,2017/18,Colorado
7274,1.0,73.170731707,6,Upper body,Compher J.T.,F,2017/18,Colorado
7276,1.6733330000000002,40.813,2,Knee,Jost Tyson,F,2017/18,Colorado
7277,1.6733330000000002,20.4065,1,Leg,Jost Tyson,F,2017/18,Colorado
7278,1.6733330000000002,163.252,8,Lower body,Jost Tyson,F,2017/18,Colorado
7279,0.894167,588.841682927,54,Arm,Kamenev Vladislav,F,2017/18,Colorado
7280,1.1375,41.615853659,3,Leg,Kerfoot Alexander,F,2017/18,Colorado
7281,6.3,614.634146341,8,Upper body,MacKinnon Nathan,F,2017/18,Colorado
7282,1.0,12.195121950999999,1,Lower body,Nieto Matt,F,2017/18,Colorado
7284,1.6275,19.847560976,1,Lower body,Rantanen Mikko,F,2017/18,Colorado
7286,3.9375,384.14634146300006,8,Concussion,Wilson Colin,F,2017/18,Colorado
7288,3.9375,144.054878049,3,Hip,Wilson Colin,F,2017/18,Colorado
7289,3.9375,288.109756098,6,Hip,Wilson Colin,F,2017/18,Colorado
7290,3.9375,240.091463415,5,Lower body,Wilson Colin,F,2017/18,Colorado
7292,0.75,301.829268293,33,Lower body,Barberio Mark,D,2017/18,Colorado
7293,5.5,871.951219512,13,Hand,Barrie Tyson,D,2017/18,Colorado
7294,5.5,67.073170732,1,Upper body,Barrie Tyson,D,2017/18,Colorado
7297,6.0,951.219512195,13,Upper body,Johnson Erik,D,2017/18,Colorado
7298,0.925,101.524390244,9,Jaw,Lindholm Anton,D,2017/18,Colorado
7299,0.925,56.402439023999996,5,Upper body,Lindholm Anton,D,2017/18,Colorado
7300,0.945,11.524390244000001,1,Lower body,Nemeth Patrik,D,2017/18,Colorado
7301,0.945,138.29268292700002,12,Lower body,Nemeth Patrik,D,2017/18,Colorado
7302,0.945,11.524390244000001,1,Shoulder,Nemeth Patrik,D,2017/18,Colorado
7303,2.75,268.292682927,8,Concussion,Bernier Jonathan,G,2017/18,Colorado
7304,2.75,100.60975609799999,3,Infection,Bernier Jonathan,G,2017/18,Colorado
7305,2.75,167.682926829,5,Neck,Bernier Jonathan,G,2017/18,Colorado
7306,1.35,197.56097561,12,Concussion,Hammond Andrew,G,2017/18,Colorado
7307,5.9,719.512195122,10,Groin,Varlamov Semyon,G,2017/18,Colorado
7310,5.9,287.804878049,4,Knee,Varlamov Semyon,G,2017/18,Colorado
7311,1.85,383.536585366,17,Knee,Anderson Josh,F,2017/18,Columbus
7312,3.5,469.512195122,11,Foot,Atkinson Cam,F,2017/18,Columbus
7313,3.5,170.731707317,4,Lower body,Atkinson Cam,F,2017/18,Columbus
7315,2.2,321.951219512,12,Upper body,Calvert Matt,F,2017/18,Columbus
7316,0.725,26.524390244,3,Upper body,Dalpe Zac,F,2017/18,Columbus
7317,5.85,1284.146341463,18,Orbital bone,Dubinsky Brandon,F,2017/18,Columbus
7318,5.5,268.292682927,4,Lower body,Foligno Nick,F,2017/18,Columbus
7319,5.5,402.43902439,6,Lower body,Foligno Nick,F,2017/18,Columbus
7320,2.9,247.56097561,7,Back,Jenner Boone,F,2017/18,Columbus
7321,1.263333,200.2845,13,Oblique,Milano Sonny,F,2017/18,Columbus
7322,0.65,31.707317073000002,4,Upper body,Schroeder Jordan,F,2017/18,Columbus
7323,0.825,130.79268292700002,13,Ankle,Sedlak Lukas,F,2017/18,Columbus
7324,0.825,70.426829268,7,Head,Sedlak Lukas,F,2017/18,Columbus
7325,4.9,478.04878048800003,8,Back,Wennberg Alexander,F,2017/18,Columbus
7326,4.9,59.756097561000004,1,Upper body,Wennberg Alexander,F,2017/18,Columbus
7327,4.9,358.536585366,6,Upper body,Wennberg Alexander,F,2017/18,Columbus
7328,0.894166,109.044634146,10,Upper body,Carlsson Gabriel,D,2017/18,Columbus
7330,5.4,197.56097561,3,Upper body,Jones Seth,D,2017/18,Columbus
7331,0.7,102.43902439,12,Upper body,Kukan Dean,D,2017/18,Columbus
7333,2.825,1171.341463415,34,Upper body,Murray Ryan,D,2017/18,Columbus
7334,0.925,22.56097561,2,Upper body,Nutivaara Markus,D,2017/18,Columbus
7335,0.925,33.841463415,3,Upper body,Nutivaara Markus,D,2017/18,Columbus
7336,0.925,124.085365854,11,Upper body,Nutivaara Markus,D,2017/18,Columbus
7340,0.894167,10.90447561,1,Lower body,Elie Remi,F,2017/18,Dallas
7341,2.2,53.658536585,2,Foot,Faksa Radek,F,2017/18,Dallas
7342,2.2,26.829268293000002,1,Lower body,Faksa Radek,F,2017/18,Dallas
7343,4.75,1274.390243902,22,Back,Hanzal Martin,F,2017/18,Dallas
7344,4.75,405.487804878,7,Hamstring,Hanzal Martin,F,2017/18,Dallas
7345,4.75,115.853658537,2,Hand,Hanzal Martin,F,2017/18,Dallas
7346,4.75,57.926829268,1,Lower body,Hanzal Martin,F,2017/18,Dallas
7347,4.75,173.780487805,3,Lower body,Hanzal Martin,F,2017/18,Dallas
7348,4.75,289.63414634099996,5,Lower body,Hanzal Martin,F,2017/18,Dallas
7349,4.75,57.926829268,1,Soreness,Hanzal Martin,F,2017/18,Dallas
7353,1.75,21.341463415,1,Lower body,Ritchie Brett,F,2017/18,Dallas
7354,1.75,64.024390244,3,Upper body,Ritchie Brett,F,2017/18,Dallas
