,CAP HIT,CHIP,GAMES MISSED,INJURY TYPE,PLAYER,POSITION,SEASON,TEAM
8341,0.745,18.170731707,2,Facial,Walker Sean,D,2018/19,Los Angeles
8342,0.675,189.32926829299998,23,Knee,Campbell Jack,G,2018/19,Los Angeles
8343,5.8,919.512195122,13,Knee,Quick Jonathan,G,2018/19,Los Angeles
8344,5.8,353.658536585,5,Lower body,Quick Jonathan,G,2018/19,Los Angeles
8345,0.65,63.414634146000004,8,Lower body,Aberg Pontus,F,2018/19,Minnesota
8347,1.106667,80.975634146,6,Lower body,Eriksson Ek Joel,F,2018/19,Minnesota
8348,1.106667,94.471573171,7,Lower body,Eriksson Ek Joel,F,2018/19,Minnesota
8351,0.7,51.219512195,6,Leg,Hendricks Matt,F,2018/19,Minnesota
8353,0.7,25.609756098000002,3,Upper body,Hendricks Matt,F,2018/19,Minnesota
8354,5.5,1945.12195122,29,Knee,Koivu Mikko,F,2018/19,Minnesota
8355,5.5,268.292682927,4,Lower body,Koivu Mikko,F,2018/19,Minnesota
8356,1.425,34.756097561,2,Upper body,Kunin Luke,F,2018/19,Minnesota
8357,7.538461999999999,91.932463415,1,Foot,Parise Zach,F,2018/19,Minnesota
8360,7.538461999999999,367.729853659,4,Lower body,Parise Zach,F,2018/19,Minnesota
8361,4.0,585.365853659,12,Lower body,Rask Victor,F,2018/19,Minnesota
8364,6.0,3658.5365853659996,50,Pectoral,Dumba Matt,D,2018/19,Minnesota
8366,0.725,17.682926829,2,Upper body,Seeler Nick,D,2018/19,Minnesota
8368,1.85,564.024390244,25,Knee,Armia Joel,F,2018/19,Montreal
8369,1.166667,85.365878049,6,Arm,Byron Paul,F,2018/19,Montreal
8370,1.166667,199.18704878,14,Lower body,Byron Paul,F,2018/19,Montreal
8371,1.166667,28.455292683000003,2,Upper body,Byron Paul,F,2018/19,Montreal
8372,1.166667,14.227646341,1,Wrist,Byron Paul,F,2018/19,Montreal
8373,0.9,65.853658537,6,Heart,De La Rose Jacob,F,2018/19,Montreal
8374,0.95,69.512195122,6,Facial,Deslauriers Nicolas,F,2018/19,Montreal
8376,3.5,426.82926829300004,10,Back,Plekanec Tomas,F,2018/19,Montreal
8377,1.063333,103.73980487799999,8,Lower body,Scherbak Nikita,F,2018/19,Montreal
8379,3.9,713.414634146,15,Neck,Shaw Andrew,F,2018/19,Montreal
8382,1.063333,116.707280488,9,Facial,Juulsen Noah,D,2018/19,Montreal
8383,1.063333,25.93495122,2,Upper body,Juulsen Noah,D,2018/19,Montreal
8384,0.87,21.219512195,2,Hand,Mete Victor,D,2018/19,Montreal
8385,2.1,409.756097561,16,Knee,Schlemko David,D,2018/19,Montreal
8386,2.1,179.268292683,7,Upper body,Schlemko David,D,2018/19,Montreal
8387,7.857142999999999,2299.651609756,24,Knee,Weber Shea,D,2018/19,Montreal
8389,10.5,384.14634146300006,3,Lower body,Price Carey,G,2018/19,Montreal
8390,4.25,155.487804878,3,Lower body,Arvidsson Viktor,F,2018/19,Nashville
8391,4.25,1088.414634146,21,Thumb,Arvidsson Viktor,F,2018/19,Nashville
8393,2.55,31.097560976,1,Lower body,Boyle Brian,F,2018/19,Nashville
8394,6.0,73.170731707,1,Upper body,Forsberg Filip,F,2018/19,Nashville
8395,6.0,1243.902439024,17,Upper body,Forsberg Filip,F,2018/19,Nashville
8396,0.65,47.56097561,6,Upper body,Grimaldi Rocco,F,2018/19,Nashville
8397,2.0,73.170731707,3,Lower body,Jarnkrok Calle,F,2018/19,Nashville
8398,0.65,15.853658537000001,2,Lower body,Rinaldo Zac,F,2018/19,Nashville
8399,0.65,237.80487804900002,30,Shoulder,Rinaldo Zac,F,2018/19,Nashville
8400,0.75,310.975609756,34,Upper body,Salomaki Miikka,F,2018/19,Nashville
8401,0.625,53.353658537,7,Ankle,Sissons Colton,F,2018/19,Nashville
8402,4.25,310.975609756,6,Lower body,Smith Craig,F,2018/19,Nashville
8403,6.0,1243.902439024,17,Lower body,Turris Kyle,F,2018/19,Nashville
8406,1.25,137.195121951,9,Lower body,Hamhuis Dan,D,2018/19,Nashville
8407,1.25,213.414634146,14,Lower body,Hamhuis Dan,D,2018/19,Nashville
8408,9.0,2085.365853659,19,Upper body,Subban P.K.,D,2018/19,Nashville
8410,0.675,8.231707317,1,Upper body,Weber Yannick,D,2018/19,Nashville
8413,0.925,372.256097561,33,Ankle,Anderson Joey,F,2018/19,New Jersey
8414,0.905,154.512195122,14,Upper body,Bastian Nathan,F,2018/19,New Jersey
8415,2.55,155.487804878,5,Upper body,Boyle Brian,F,2018/19,New Jersey
8417,0.825,130.79268292700002,13,Jaw,Bratt Jesper,F,2018/19,New Jersey
8418,0.825,20.12195122,2,Lower body,Bratt Jesper,F,2018/19,New Jersey
8419,0.825,150.914634146,15,Lower body,Bratt Jesper,F,2018/19,New Jersey
8420,1.8,87.804878049,4,Upper body,Coleman Blake,F,2018/19,New Jersey
8423,0.65,23.780487805,3,Upper body,Gabriel Kurtis,F,2018/19,New Jersey
8424,6.0,3439.024390244,47,Knee,Hall Taylor,F,2018/19,New Jersey
8425,6.0,146.341463415,2,Lower body,Hall Taylor,F,2018/19,New Jersey
8426,3.775,184.146341463,4,Upper body,Hischier Nico,F,2018/19,New Jersey
8427,3.775,414.32926829300004,9,Upper body,Hischier Nico,F,2018/19,New Jersey
8429,4.5833330000000005,55.894304878,1,Lower body,Johansson Marcus,F,2018/19,New Jersey
8430,4.5833330000000005,558.94304878,10,Upper body,Johansson Marcus,F,2018/19,New Jersey
8432,1.725,483.841463415,23,Lower body,Noesen Stefan,F,2018/19,New Jersey
8433,1.725,21.036585366,1,Upper body,Noesen Stefan,F,2018/19,New Jersey
8434,1.725,84.146341463,4,Upper body,Noesen Stefan,F,2018/19,New Jersey
8435,4.65,170.12195122,3,Lower body,Palmieri Kyle,F,2018/19,New Jersey
8436,4.65,226.82926829299998,4,Lower body,Palmieri Kyle,F,2018/19,New Jersey
8437,4.65,56.707317073,1,Upper body,Palmieri Kyle,F,2018/19,New Jersey
8438,0.894167,21.80895122,2,Upper body,Quenneville John,F,2018/19,New Jersey
8439,0.894167,43.617902439,4,Upper body,Quenneville John,F,2018/19,New Jersey
8442,0.81,39.512195122,4,Upper body,Stafford Drew,F,2018/19,New Jersey
8443,2.75,402.43902439,12,Ankle,Wood Miles,F,2018/19,New Jersey
8444,2.75,134.146341463,4,Arm,Wood Miles,F,2018/19,New Jersey
8445,2.75,100.60975609799999,3,Lower body,Wood Miles,F,2018/19,New Jersey
8446,1.7441669999999998,340.32526829299997,16,Upper body,Zacha Pavel,F,2018/19,New Jersey
8447,5.75,70.12195122,1,Lower body,Zajac Travis,F,2018/19,New Jersey
8449,3.775,46.036585366000004,1,Lower body,Butcher Will,D,2018/19,New Jersey
8450,2.666667,97.560987805,3,Lower body,Lovejoy Ben,D,2018/19,New Jersey
8451,2.666667,195.12197561,6,Upper body,Lovejoy Ben,D,2018/19,New Jersey
8452,0.85,114.024390244,11,Shoulder,Mueller Mirco,D,2018/19,New Jersey
8453,1.416666,310.975463415,18,Jaw,Santini Steven,D,2018/19,New Jersey
8454,4.875,832.3170731710001,14,Concussion,Vatanen Sami,D,2018/19,New Jersey
8457,4.875,178.353658537,3,Lower body,Vatanen Sami,D,2018/19,New Jersey
8459,0.925,22.56097561,2,Upper body,Yakovlev Egor,D,2018/19,New Jersey
8460,0.913333,33.414621951,3,Lower body,Blackwood Mackenzie,G,2018/19,New Jersey
8461,6.0,1243.902439024,17,Abdominal,Schneider Cory,G,2018/19,New Jersey
8462,6.0,585.365853659,8,Hip,Schneider Cory,G,2018/19,New Jersey
8464,3.35,40.853658537,1,Lower body,Cizikas Casey,F,2018/19,NY Islanders
8465,3.35,81.707317073,2,Lower body,Cizikas Casey,F,2018/19,NY Islanders
8466,3.35,245.12195122,6,Lower body,Cizikas Casey,F,2018/19,NY Islanders
8468,3.5,42.682926829,1,Lower body,Clutterbuck Cal,F,2018/19,NY Islanders
8470,3.5,85.365853659,2,Upper body,Clutterbuck Cal,F,2018/19,NY Islanders
8471,3.5,128.048780488,3,Upper body,Clutterbuck Cal,F,2018/19,NY Islanders
8472,6.0,292.682926829,4,Upper body,Eberle Jordan,F,2018/19,NY Islanders
8473,2.75,67.073170732,2,Upper body,Filppula Valtteri,F,2018/19,NY Islanders
8474,2.75,268.292682927,8,Upper body,Filppula Valtteri,F,2018/19,NY Islanders
8475,0.65,39.634146341,5,Hand,Fritz Tanner,F,2018/19,NY Islanders
8478,5.5,402.43902439,6,Knee,Ladd Andrew,F,2018/19,NY Islanders
8479,5.5,2951.219512195,44,Leg,Ladd Andrew,F,2018/19,NY Islanders
8481,2.5,121.95121951200001,4,Upper body,Martin Matt,F,2018/19,NY Islanders
8482,2.5,304.87804878,10,Upper body,Martin Matt,F,2018/19,NY Islanders
8483,6.0,146.341463415,2,Concussion,Boychuk Johnny,D,2018/19,NY Islanders
8484,2.5,884.146341463,29,Upper body,Hickey Thomas,D,2018/19,NY Islanders
8486,1.5,18.292682927,1,Back,Lehner Robin,G,2018/19,NY Islanders
8488,1.5,54.87804878,3,Upper body,Lehner Robin,G,2018/19,NY Islanders
8490,0.925,11.280487805,1,Concussion,Buchnevich Pavel,F,2018/19,NY Rangers
8491,0.925,146.646341463,13,Thumb,Buchnevich Pavel,F,2018/19,NY Rangers
8494,1.85,112.804878049,5,Upper body,Fast Jesper,F,2018/19,NY Rangers
8495,1.85,225.609756098,10,Upper body,Fast Jesper,F,2018/19,NY Rangers
8496,5.175,567.987804878,9,Upper body,Hayes Kevin,F,2018/19,NY Rangers
8497,0.863333,157.92676829299998,15,Knee,Howden Brett,F,2018/19,NY Rangers
8499,4.625,169.20731707299998,3,Lower body,Kreider Chris,F,2018/19,NY Rangers
8500,0.75,128.048780488,14,Hand,McLeod Cody,F,2018/19,NY Rangers
8501,4.0,146.341463415,3,Concussion,Namestnikov Vladislav,F,2018/19,NY Rangers
8502,4.0,48.780487805,1,Lower body,Spooner Ryan,F,2018/19,NY Rangers
8503,4.5,54.87804878,1,Foot,Zuccarello Mats,F,2018/19,NY Rangers
8504,4.5,164.634146341,3,Groin,Zuccarello Mats,F,2018/19,NY Rangers
8505,4.5,384.14634146300006,7,Groin,Zuccarello Mats,F,2018/19,NY Rangers
8506,0.7,110.975609756,13,Shoulder,Claesson Fredrik,D,2018/19,NY Rangers
8507,0.7,76.829268293,9,Upper body,Claesson Fredrik,D,2018/19,NY Rangers
8508,1.263333,15.4065,1,Lower body,DeAngelo Tony,D,2018/19,NY Rangers
8509,0.894166,152.662487805,14,Shoulder,Hajek Libor,D,2018/19,NY Rangers
8510,2.75,704.268292683,21,Lower body,McQuaid Adam,D,2018/19,NY Rangers
8512,1.775,21.646341463000002,1,Eye,Pionk Neal,D,2018/19,NY Rangers
8513,1.775,21.646341463000002,1,Lower body,Pionk Neal,D,2018/19,NY Rangers
8514,1.775,64.93902439,3,Lower body,Pionk Neal,D,2018/19,NY Rangers
8515,6.65,567.682926829,7,Shoulder,Shattenkirk Kevin,D,2018/19,NY Rangers
8516,5.25,64.024390244,1,Knee,Skjei Brady,D,2018/19,NY Rangers
8517,4.35,106.097560976,2,Upper body,Smith Brendan,D,2018/19,NY Rangers
8519,5.7,139.024390244,2,Lower body,Staal Marc,D,2018/19,NY Rangers
8521,4.0,341.463414634,7,Mid-body,Boedker Mikkel,F,2018/19,Ottawa
8522,6.0,439.024390244,6,Groin,Duchene Matt,F,2018/19,Ottawa
8523,1.8,43.902439023999996,2,Lower body,Dzingel Ryan,F,2018/19,Ottawa
8524,0.894166,32.713390244,3,Concussion,Formenton Alex,F,2018/19,Ottawa
8525,4.875,4875.0,82,Back,Gaborik Marian,F,2018/19,Ottawa
8526,0.65,55.487804878,7,Lower body,McCormick Max,F,2018/19,Ottawa
8527,0.9,21.951219511999998,2,Upper body,Paajarvi Magnus,F,2018/19,Ottawa
8528,3.1,1587.8048780489999,42,Achilles,Pageau Jean-Gabriel,F,2018/19,Ottawa
8529,0.7075,34.512195122,4,Abdominal,Rodewald Jack,F,2018/19,Ottawa
8530,7.25,265.243902439,3,Concussion,Ryan Bobby,F,2018/19,Ottawa
8532,3.25,118.902439024,3,Back,Smith Zack,F,2018/19,Ottawa
8533,3.25,356.707317073,9,Facial,Smith Zack,F,2018/19,Ottawa
8535,3.425,83.536585366,2,Groin,Tkachuk Brady,F,2018/19,Ottawa
8536,3.425,375.91463414599997,9,Leg,Tkachuk Brady,F,2018/19,Ottawa
8537,1.491666,90.955243902,5,Neck,White Colin,F,2018/19,Ottawa
8538,1.491666,90.955243902,5,Shoulder,White Colin,F,2018/19,Ottawa
8541,1.2,87.804878049,6,Foot,Borowiecki Mark,D,2018/19,Ottawa
8542,1.2,175.609756098,12,Hand,Borowiecki Mark,D,2018/19,Ottawa
8544,1.2,14.634146341,1,Lower body,Borowiecki Mark,D,2018/19,Ottawa
8545,1.2,14.634146341,1,Upper body,Borowiecki Mark,D,2018/19,Ottawa
8546,1.2,58.536585366000004,4,Upper body,Borowiecki Mark,D,2018/19,Ottawa
8547,4.3,157.317073171,3,Upper body,Ceci Cody,D,2018/19,Ottawa
8548,4.3,209.756097561,4,Upper body,Ceci Cody,D,2018/19,Ottawa
8549,1.223333,59.674780488,4,Toe,Chabot Thomas,D,2018/19,Ottawa
8550,1.223333,119.349560976,8,Upper body,Chabot Thomas,D,2018/19,Ottawa
8551,0.9,54.87804878,5,Upper body,DeMelo Dylan,D,2018/19,Ottawa
8552,0.65,95.12195122,12,Concussion,Falk Justin,D,2018/19,Ottawa
8554,0.725,35.365853659,4,Shoulder,Harpur Ben,D,2018/19,Ottawa
8558,0.801667,29.329280488000002,3,Finger,Jaros Christian,D,2018/19,Ottawa
8559,0.801667,39.105707317,4,Hamstring,Jaros Christian,D,2018/19,Ottawa
8560,0.801667,19.552853659,2,Lower body,Jaros Christian,D,2018/19,Ottawa
8561,0.801667,39.105707317,4,Lower body,Jaros Christian,D,2018/19,Ottawa
8563,1.0,12.195121950999999,1,Lower body,Wideman Chris,D,2018/19,Ottawa
8564,4.75,637.195121951,11,Concussion,Anderson Craig,G,2018/19,Ottawa
8565,4.75,173.780487805,3,Eye,Anderson Craig,G,2018/19,Ottawa
8566,4.3333330000000005,105.69104878,2,Lower body,Couturier Sean,F,2018/19,Philadelphia
8568,0.65,348.780487805,44,Collarbone,Knight Corban,F,2018/19,Philadelphia
8569,0.65,39.634146341,5,Upper body,Knight Corban,F,2018/19,Philadelphia
8570,3.575,43.597560976000004,1,Upper body,Patrick Nolan,F,2018/19,Philadelphia
8571,3.575,87.195121951,2,Upper body,Patrick Nolan,F,2018/19,Philadelphia
8572,3.575,130.79268292700002,3,Upper body,Patrick Nolan,F,2018/19,Philadelphia
8573,3.575,174.390243902,4,Upper body,Patrick Nolan,F,2018/19,Philadelphia
8575,2.35,401.219512195,14,Lower body,Raffl Michael,F,2018/19,Philadelphia
8576,7.0,1365.853658537,16,Lower body,van Riemsdyk James,F,2018/19,Philadelphia
8577,8.25,201.219512195,2,Lower body,Voracek Jakub,F,2018/19,Philadelphia
8578,4.5,164.634146341,3,Lower body,Gostisbehere Shayne,D,2018/19,Philadelphia
8580,5.0,365.85365853699994,6,Lower body,MacDonald Andrew,D,2018/19,Philadelphia
8583,2.75,1341.463414634,40,Lower body,Elliott Brian,G,2018/19,Philadelphia
8585,0.863333,73.699158537,7,Ankle,Hart Carter,G,2018/19,Philadelphia
8586,0.75,9.146341462999999,1,Lower body,Lyon Alex,G,2018/19,Philadelphia
8587,2.5,274.390243902,9,Groin,Neuvirth Michal,G,2018/19,Philadelphia
8588,2.5,1280.4878048780001,42,Lower body,Neuvirth Michal,G,2018/19,Philadelphia
8590,0.76125,148.536585366,16,Lower body,Stolarz Anthony,G,2018/19,Philadelphia
8591,0.925,146.646341463,13,Hand,Aston-Reese Zach,F,2018/19,Pittsburgh
8592,0.925,146.646341463,13,Lower body,Aston-Reese Zach,F,2018/19,Pittsburgh
8593,3.0,329.26829268299997,9,Lower body,Brassard Derick,F,2018/19,Pittsburgh
8594,3.0,36.585365854,1,Upper body,Brassard Derick,F,2018/19,Pittsburgh
8595,8.7,318.292682927,3,Upper body,Crosby Sidney,F,2018/19,Pittsburgh
8596,0.65,87.195121951,11,Lower body,Cullen Matt,F,2018/19,Pittsburgh
8598,5.3,193.90243902400002,3,Concussion,Hornqvist Patric,F,2018/19,Pittsburgh
8599,5.3,258.536585366,4,Concussion,Hornqvist Patric,F,2018/19,Pittsburgh
8600,5.3,387.804878049,6,Upper body,Hornqvist Patric,F,2018/19,Pittsburgh
8601,9.5,579.268292683,5,Upper body,Malkin Evgeni,F,2018/19,Pittsburgh
8602,9.5,926.829268293,8,Upper body,Malkin Evgeni,F,2018/19,Pittsburgh
8603,3.5,42.682926829,1,Lower body,Rust Bryan,F,2018/19,Pittsburgh
8604,3.5,384.14634146300006,9,Lower body,Rust Bryan,F,2018/19,Pittsburgh
8605,0.75,73.170731707,8,Lower body,Simon Dominik,F,2018/19,Pittsburgh
8606,4.1,150.0,3,Concussion,Dumoulin Brian,D,2018/19,Pittsburgh
8607,4.1,150.0,3,Lower body,Dumoulin Brian,D,2018/19,Pittsburgh
8608,7.25,88.414634146,1,Lower body,Letang Kris,D,2018/19,Pittsburgh
8609,7.25,353.658536585,4,Upper body,Letang Kris,D,2018/19,Pittsburgh
8610,7.25,972.56097561,11,Upper body,Letang Kris,D,2018/19,Pittsburgh
8611,4.0833330000000005,1045.731621951,21,Upper body,Maatta Olli,D,2018/19,Pittsburgh
8612,2.1375,78.201219512,3,Concussion,Oleksiak Jamie,D,2018/19,Pittsburgh
8613,0.65,150.609756098,19,Upper body,Ruhwedel Chad,D,2018/19,Pittsburgh
8614,5.5,3554.87804878,53,Leg,Schultz Justin,D,2018/19,Pittsburgh
8615,3.75,45.731707317,1,Concussion,Murray Matt,G,2018/19,Pittsburgh
8616,3.75,411.58536585400003,9,Lower body,Murray Matt,G,2018/19,Pittsburgh
8617,3.75,45.731707317,1,Upper body,Murray Matt,G,2018/19,Pittsburgh
8620,5.625,205.79268292700002,3,Head,Hertl Tomas,F,2018/19,San Jose
8621,5.625,137.195121951,2,Lower body,Hertl Tomas,F,2018/19,San Jose
8622,7.0,426.82926829300004,5,Mid-body,Kane Evander,F,2018/19,San Jose
8623,2.0,73.170731707,3,Lower body,Karlsson Melker,F,2018/19,San Jose
8624,1.644167,60.15245122,3,Upper body,Meier Timo,F,2018/19,San Jose
8625,1.644167,20.050817073,1,Wrist,Meier Timo,F,2018/19,San Jose
8626,6.0,512.195121951,7,Lower body,Pavelski Joe,F,2018/19,San Jose
8627,0.75,36.585365854,4,Lower body,Radil Lukas,F,2018/19,San Jose
8628,0.7,17.073170732,2,Mouth,Sorensen Marcus,F,2018/19,San Jose
8629,5.0,548.780487805,9,Knee,Thornton Joe,F,2018/19,San Jose
8630,3.8,185.365853659,4,Knee,Braun Justin,D,2018/19,San Jose
8632,6.5,79.268292683,1,Groin,Karlsson Erik,D,2018/19,San Jose
8633,6.5,1347.56097561,17,Groin,Karlsson Erik,D,2018/19,San Jose
8634,6.5,713.414634146,9,Lower body,Karlsson Erik,D,2018/19,San Jose
8635,0.675,16.463414634,2,Concussion,Simek Radek,D,2018/19,San Jose
8636,0.675,98.780487805,12,Knee,Simek Radek,D,2018/19,San Jose
8637,7.0,853.658536585,10,Wrist,Vlasic Marc-Edouard,D,2018/19,San Jose
8638,0.725833,115.071085366,13,Lower body,Blais Sammy,F,2018/19,St. Louis
8639,5.0,548.780487805,9,Concussion,Bozak Tyler,F,2018/19,St. Louis
8640,0.925,112.804878049,10,Groin,Fabbri Robby,F,2018/19,St. Louis
8641,0.925,112.804878049,10,Shoulder,Fabbri Robby,F,2018/19,St. Louis
8642,1.75,85.365853659,4,Upper body,Maroon Patrick,F,2018/19,St. Louis
8643,4.0,1170.731707317,24,Concussion,Perron David,F,2018/19,St. Louis
8644,0.925,33.841463415,3,Concussion,Sanford Zach,F,2018/19,St. Louis
8645,5.125,250.0,4,Upper body,Schenn Brayden,F,2018/19,St. Louis
8646,5.125,375.0,6,Upper body,Schenn Brayden,F,2018/19,St. Louis
8647,5.35,130.487804878,2,Foot,Schwartz Jaden,F,2018/19,St. Louis
8648,5.35,717.6829268289999,11,Upper body,Schwartz Jaden,F,2018/19,St. Louis
8649,0.8,97.56097561,10,Concussion,Soshnikov Nikita,F,2018/19,St. Louis
8650,5.75,140.243902439,2,Concussion,Steen Alex,F,2018/19,St. Louis
8652,5.75,420.731707317,6,Shoulder,Steen Alex,F,2018/19,St. Louis
8653,5.75,420.731707317,6,Upper body,Steen Alex,F,2018/19,St. Louis
8654,0.7,68.292682927,8,Upper body,Sundqvist Oskar,F,2018/19,St. Louis
8656,7.5,457.317073171,5,Upper body,Tarasenko Vladimir,F,2018/19,St. Louis
8657,1.1775,100.518292683,7,Shoulder,Thomas Robert,F,2018/19,St. Louis
8658,1.15,14.024390244000001,1,Lower body,Bortuzzo Robert,D,2018/19,St. Louis
8659,1.15,224.390243902,16,Lower body,Bortuzzo Robert,D,2018/19,St. Louis
8660,5.4,197.56097561,3,Hip,Bouwmeester Jay,D,2018/19,St. Louis
8661,0.888333,21.666658536999996,2,Lower body,Dunn Vince,D,2018/19,St. Louis
8662,3.0,73.170731707,2,Groin,Edmundson Joel,D,2018/19,St. Louis
8663,3.0,73.170731707,2,Hand,Edmundson Joel,D,2018/19,St. Louis
8664,3.0,402.43902439,11,Lower body,Edmundson Joel,D,2018/19,St. Louis
8666,2.9,353.658536585,10,Knee,Gunnarsson Carl,D,2018/19,St. Louis
8667,2.9,707.3170731710001,20,Upper body,Gunnarsson Carl,D,2018/19,St. Louis
8668,2.9,848.780487805,24,Upper body,Gunnarsson Carl,D,2018/19,St. Louis
8670,6.5,871.951219512,11,Hand,Pietrangelo Alex,D,2018/19,St. Louis
8671,5.8,282.926829268,4,Shoulder,Callahan Ryan,F,2018/19,Tampa Bay
8672,5.8,141.463414634,2,Upper body,Callahan Ryan,F,2018/19,Tampa Bay
8674,0.8,9.756097561,1,Upper body,Erne Adam,F,2018/19,Tampa Bay
8675,5.0,60.975609756000004,1,Lower body,Johnson Tyler,F,2018/19,Tampa Bay
8676,5.0,60.975609756000004,1,Upper body,Johnson Tyler,F,2018/19,Tampa Bay
8677,0.910833,66.646317073,6,Lower body,Joseph Mathieu,F,2018/19,Tampa Bay
8678,5.25,384.14634146300006,6,Upper body,Miller J.T.,F,2018/19,Tampa Bay
8679,5.3,1034.146341463,16,Lower body,Palat Ondrej,F,2018/19,Tampa Bay
8680,5.3,129.268292683,2,Upper body,Palat Ondrej,F,2018/19,Tampa Bay
8681,1.0,12.195121950999999,1,Lower body,Paquette Cedric,F,2018/19,Tampa Bay
8682,0.919167,11.209353659000001,1,Lower body,Point Brayden,F,2018/19,Tampa Bay
8683,0.89,21.707317073000002,2,Lower body,Cernak Erik,D,2018/19,Tampa Bay
8684,3.7,45.12195122,1,Upper body,Coburn Braydon,D,2018/19,Tampa Bay
8685,3.0,475.60975609800005,13,Lower body,Girardi Dan,D,2018/19,Tampa Bay
8686,7.875,96.036585366,1,Lower body,Hedman Victor,D,2018/19,Tampa Bay
8687,7.875,384.14634146300006,4,Upper body,Hedman Victor,D,2018/19,Tampa Bay
8688,7.875,672.2560975609999,7,Upper body,Hedman Victor,D,2018/19,Tampa Bay
8689,4.5,658.5365853659999,12,Lower body,Stralman Anton,D,2018/19,Tampa Bay
8690,4.5,932.926829268,17,Upper body,Stralman Anton,D,2018/19,Tampa Bay
8691,1.15,56.097560976000004,4,Lower body,Domingue Louis,G,2018/19,Tampa Bay
8692,3.5,597.56097561,14,Foot,Vasilevskiy Andrei,G,2018/19,Tampa Bay
8693,0.65,142.682926829,18,Ankle,Ennis Tyler,F,2018/19,Toronto
8694,0.675,16.463414634,2,Foot,Gauthier Frederik,F,2018/19,Toronto
8695,2.25,219.512195122,8,Ankle,Hyman Zach,F,2018/19,Toronto
8697,0.7875,9.603658537000001,1,Concussion,Johnsson Andreas,F,2018/19,Toronto
8699,0.7875,9.603658537000001,1,Leg,Johnsson Andreas,F,2018/19,Toronto
8700,4.5,439.024390244,8,Concussion,Kadri Nazem,F,2018/19,Toronto
8702,0.863333,42.113804878,4,Concussion,Kapanen Kasperi,F,2018/19,Toronto
8703,3.775,644.512195122,14,Shoulder,Matthews Auston,F,2018/19,Toronto
8704,5.3,5300.0,82,Back,Horton Nathan,"F ""retired""",2018/19,Toronto
8706,0.863333,147.398317073,14,Shoulder,Dermott Travis,D,2018/19,Toronto
8707,4.05,98.780487805,2,Back,Gardiner Jake,D,2018/19,Toronto
8708,4.05,889.024390244,18,Back,Gardiner Jake,D,2018/19,Toronto
8712,5.0,365.85365853699994,6,Groin,Andersen Frederik,G,2018/19,Toronto
8713,5.0,60.975609756000004,1,Knee,Andersen Frederik,G,2018/19,Toronto
8714,0.675,41.158536585,5,Concussion,Sparks Garret,G,2018/19,Toronto
8715,3.3666660000000004,944.308756098,23,Concussion,Baertschi Sven,F,2018/19,Vancouver
8716,3.3666660000000004,1231.707073171,30,Concussion,Baertschi Sven,F,2018/19,Vancouver
8717,3.0,878.048780488,24,Arm,Beagle Jay,F,2018/19,Vancouver
8719,1.491667,36.382121951,2,Groin,Boeser Brock,F,2018/19,Vancouver
8720,1.491667,200.101670732,11,Groin,Boeser Brock,F,2018/19,Vancouver
8723,0.925,33.841463415,3,Back,Leivo Josh,F,2018/19,Vancouver
8725,0.925,67.682926829,6,Upper body,Motte Tyler,F,2018/19,Vancouver
8726,3.775,276.219512195,6,Concussion,Pettersson Elias,F,2018/19,Vancouver
8727,3.775,230.18292682900002,5,Knee,Pettersson Elias,F,2018/19,Vancouver
8728,3.0,146.341463415,4,Concussion,Roussel Antoine,F,2018/19,Vancouver
8729,3.0,439.024390244,12,Knee,Roussel Antoine,F,2018/19,Vancouver
8730,3.0,36.585365854,1,Upper body,Roussel Antoine,F,2018/19,Vancouver
8731,3.1,415.85365853699994,11,Groin,Spooner Ryan,F,2018/19,Vancouver
8732,4.375,1387.1951219510001,26,Hernia,Sutter Brandon,F,2018/19,Vancouver
8733,4.375,1600.609756098,30,Shoulder,Sutter Brandon,F,2018/19,Vancouver
8734,1.25,30.487804878000002,2,Lower body,Virtanen Jake,F,2018/19,Vancouver
8735,1.25,152.43902439,10,Ribs,Virtanen Jake,F,2018/19,Vancouver
8736,2.65,2650.0,82,Neck,Dorsett Derek,"F ""retired""",2018/19,Vancouver
8737,0.888333,75.833304878,7,Hip,Brisebois Guillaume,D,2018/19,Vancouver
8738,5.0,670.731707317,11,Concussion,Edler Alexander,D,2018/19,Vancouver
8739,5.0,914.634146341,15,Knee,Edler Alexander,D,2018/19,Vancouver
8740,4.0,97.56097561,2,Back,Gudbranson Erik,D,2018/19,Vancouver
8741,4.0,146.341463415,3,Neck,Gudbranson Erik,D,2018/19,Vancouver
8742,1.604166,156.504,8,Ankle,Hughes Quinn,D,2018/19,Vancouver
8743,2.8,375.60975609800005,11,Foot,Hutton Ben,D,2018/19,Vancouver
8744,2.325,85.06097561,3,Concussion,Stecher Troy,D,2018/19,Vancouver
8745,4.45,596.951219512,11,Ankle,Tanev Chris,D,2018/19,Vancouver
8746,4.45,271.341463415,5,Hip,Tanev Chris,D,2018/19,Vancouver
8747,4.45,596.951219512,11,Lower body,Tanev Chris,D,2018/19,Vancouver
8748,2.941667,322.865890244,9,Knee,Demko Thatcher,G,2018/19,Vancouver
8749,2.5,335.36585365900004,11,Finger,Nilsson Anders,G,2018/19,Vancouver
8752,0.65,63.414634146000004,8,Upper body,Carpenter Ryan,F,2018/19,Vegas
8754,0.725,123.780487805,14,Upper body,Carrier William,F,2018/19,Vegas
