,PLAYER,INJURY COUNT,CAP HIT,CHIP,GAMES MISSED,INJURY TYPE,POSITION,SEASON,TEAM
637,Tanev Chris,3,4.45,271.341463415,5,Hip,D,2018/19,Vancouver
638,Tanev Chris,3,4.45,596.951219512,11,Lower body,D,2018/19,Vancouver
639,Tarasenko Vladimir,1,7.5,457.317073171,5,Upper body,F,2018/19,St. Louis
640,Terry Troy,1,1.491666,54.573146341000005,3,Leg,F,2018/19,Anaheim
641,Thomas Robert,1,1.1775,100.518292683,7,Shoulder,F,2018/19,St. Louis
642,Thornton Joe,1,5.0,548.780487805,9,Knee,F,2018/19,San Jose
643,Tkachuk Brady,2,3.425,83.536585366,2,Groin,F,2018/19,Ottawa
644,Tkachuk Brady,2,3.425,375.91463414599997,9,Leg,F,2018/19,Ottawa
645,Trocheck Vincent,1,4.75,1564.024390244,27,Ankle,F,2018/19,Florida
646,Turris Kyle,1,6.0,1243.902439024,17,Lower body,F,2018/19,Nashville
647,Vaakanainen Urho,1,1.333333,422.764121951,26,Concussion,D,2018/19,Boston
648,Valimaki Juuso,1,1.319166,450.446926829,28,Lower body,D,2018/19,Calgary
649,Vanek Thomas,3,3.0,109.756097561,3,Hip,F,2018/19,Detroit
650,Vanek Thomas,3,3.0,292.682926829,8,Lower body,F,2018/19,Detroit
651,Vanek Thomas,3,3.0,256.097560976,7,Mid-body,F,2018/19,Detroit
652,Varlamov Semyon,1,5.9,143.902439024,2,Lower body,G,2018/19,Colorado
653,Vasilevskiy Andrei,1,3.5,597.56097561,14,Foot,G,2018/19,Tampa Bay
654,Vatanen Sami,2,4.875,832.3170731710001,14,Concussion,D,2018/19,New Jersey
655,Vatanen Sami,2,4.875,178.353658537,3,Lower body,D,2018/19,New Jersey
656,Virtanen Jake,2,1.25,30.487804878000002,2,Lower body,F,2018/19,Vancouver
657,Virtanen Jake,2,1.25,152.43902439,10,Ribs,F,2018/19,Vancouver
658,Vlasic Marc-Edouard,1,7.0,853.658536585,10,Wrist,D,2018/19,San Jose
659,Voracek Jakub,1,8.25,201.219512195,2,Lower body,F,2018/19,Philadelphia
660,WIlson Tom,1,5.166666,189.02436585400002,3,Concussion,F,2018/19,Washington
661,Wagner Austin,2,0.925,45.12195122,4,Lower body,F,2018/19,Los Angeles
662,Wagner Austin,2,0.925,11.280487805,1,Upper body,F,2018/19,Los Angeles
663,Wagner Chris,2,1.25,15.243902439000001,1,Lower body,F,2018/19,Boston
664,Wagner Chris,2,1.25,30.487804878000002,2,Lower body,F,2018/19,Boston
665,Walker Sean,1,0.745,18.170731707,2,Facial,D,2018/19,Los Angeles
666,Ward Cam,1,3.0,146.341463415,4,Knee,G,2018/19,Chicago
667,Weber Shea,1,7.857142999999999,2299.651609756,24,Knee,D,2018/19,Montreal
668,Weber Yannick,1,0.675,8.231707317,1,Upper body,D,2018/19,Nashville
669,Weegar MacKenzie,4,0.9,43.902439023999996,4,Concussion,D,2018/19,Florida
670,Weegar MacKenzie,4,0.9,43.902439023999996,4,Lower body,D,2018/19,Florida
671,Weegar MacKenzie,4,0.9,32.926829268,3,Shoulder,D,2018/19,Florida
672,Weegar MacKenzie,4,0.9,76.829268293,7,Upper body,D,2018/19,Florida
673,White Colin,2,1.491666,90.955243902,5,Neck,F,2018/19,Ottawa
674,White Colin,2,1.491666,90.955243902,5,Shoulder,F,2018/19,Ottawa
675,Wideman Chris,1,1.0,12.195121950999999,1,Lower body,D,2018/19,Ottawa
676,Wilson Colin,3,3.9375,48.018292683,1,Lower body,F,2018/19,Colorado
677,Wilson Colin,3,3.9375,384.14634146300006,8,Shoulder,F,2018/19,Colorado
678,Wilson Colin,3,3.9375,384.14634146300006,8,Upper body,F,2018/19,Colorado
679,Wilson Scott,1,1.05,550.609756098,43,Ankle,F,2018/19,Buffalo
680,Wood Miles,3,2.75,402.43902439,12,Ankle,F,2018/19,New Jersey
681,Wood Miles,3,2.75,134.146341463,4,Arm,F,2018/19,New Jersey
682,Wood Miles,3,2.75,100.60975609799999,3,Lower body,F,2018/19,New Jersey
683,Yakovlev Egor,1,0.925,22.56097561,2,Upper body,D,2018/19,New Jersey
684,Yamamoto Kailer,1,1.124166,109.674731707,8,Upper body,F,2018/19,Edmonton
685,Zacha Pavel,1,1.7441669999999998,340.32526829299997,16,Upper body,F,2018/19,New Jersey
686,Zadorov Nikita,2,2.15,262.195121951,10,Lower body,D,2018/19,Colorado
687,Zadorov Nikita,2,2.15,26.219512195,1,Upper body,D,2018/19,Colorado
688,Zajac Travis,1,5.75,70.12195122,1,Lower body,F,2018/19,New Jersey
689,Zetterberg Henrik,1,6.0833330000000005,6083.3330000000005,82,Back,"F ""retired""",2018/19,Detroit
690,Zuccarello Mats,4,3.15,653.048780488,17,Arm,F,2018/19,Dallas
691,Zuccarello Mats,4,4.5,54.87804878,1,Foot,F,2018/19,NY Rangers
692,Zuccarello Mats,4,4.5,164.634146341,3,Groin,F,2018/19,NY Rangers
693,Zuccarello Mats,4,4.5,384.14634146300006,7,Groin,F,2018/19,NY Rangers
694,de Haan Calvin,3,4.55,166.463414634,3,Eye,D,2018/19,Carolina
695,de Haan Calvin,3,4.55,110.975609756,2,Upper body,D,2018/19,Carolina
696,de Haan Calvin,3,4.55,166.463414634,3,Upper body,D,2018/19,Carolina
697,van Riemsdyk James,1,7.0,1365.853658537,16,Lower body,F,2018/19,Philadelphia
